,gene_name,GO_index,bnumber,go_name
1074,yojI,GO:0042884,b2211,microcin transport
1075,alkB,GO:0051213,b2212,dioxygenase activity
1076,alkB,GO:0070989,b2212,oxidative demethylation
1077,ada,GO:0008270,b2213,zinc ion binding
1078,ada,GO:0003908,b2213,methylated-DNA-[protein]-cysteine S-methyltransferase activity
1079,ada,GO:0080111,b2213,DNA demethylation
1080,ada,GO:0006307,b2213,DNA dealkylation involved in DNA repair
1081,ompC,GO:0045203,b2215,integral component of cell outer membrane
1082,ompC,GO:0005515,b2215,protein binding
1083,ompC,GO:0006974,b2215,cellular response to DNA damage stimulus
1084,atoA,GO:0008775,b2222,acetate CoA-transferase activity
1085,gyrA,GO:0042493,b2231,response to drug
1086,gyrA,GO:0003918,b2231,DNA topoisomerase type II (ATP-hydrolyzing) activity
1087,gyrA,GO:0003677,b2231,DNA binding
1088,gyrA,GO:0042493,b2231,response to drug
1089,gyrA,GO:0042493,b2231,response to drug
1090,gyrA,GO:0003677,b2231,DNA binding
1091,gyrA,GO:0006351,b2231,"transcription, DNA-templated"
1092,gyrA,GO:0008094,b2231,DNA-dependent ATPase activity
1093,gyrA,GO:0006265,b2231,DNA topological change
1094,gyrA,GO:0006351,b2231,"transcription, DNA-templated"
1095,gyrA,GO:0005737,b2231,cytoplasm
1096,nrdA,GO:0015949,b2234,nucleobase-containing small molecule interconversion
1097,nrdA,GO:0005971,b2234,ribonucleoside-diphosphate reductase complex
1098,nrdA,GO:0009263,b2234,deoxyribonucleotide biosynthetic process
1099,nrdA,GO:0005524,b2234,ATP binding
1100,nrdA,GO:0004748,b2234,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1101,nrdB,GO:0005737,b2235,cytoplasm
1102,nrdB,GO:0015949,b2235,nucleobase-containing small molecule interconversion
1103,nrdB,GO:0004748,b2235,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1104,nrdB,GO:0004748,b2235,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1105,nrdB,GO:0005971,b2235,ribonucleoside-diphosphate reductase complex
1106,nrdB,GO:0009263,b2235,deoxyribonucleotide biosynthetic process
1107,yfaE,GO:0006124,b2236,ferredoxin metabolic process
1108,yfaE,GO:0009055,b2236,electron transfer activity
1109,yfaE,GO:0006124,b2236,ferredoxin metabolic process
1110,yfaE,GO:0005737,b2236,cytoplasm
1116,menE,GO:0008756,b2260,o-succinylbenzoate-CoA ligase activity
1117,menE,GO:0008756,b2260,o-succinylbenzoate-CoA ligase activity
1118,menB,GO:0008935,b2262,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
1119,elaB,GO:0006974,b2266,cellular response to DNA damage stimulus
1120,rbn,GO:0008033,b2268,tRNA processing
1121,rbn,GO:0004518,b2268,nuclease activity
1122,rbn,GO:0004532,b2268,exoribonuclease activity
1123,nuoN,GO:0005886,b2276,plasma membrane
1124,nuoN,GO:0003954,b2276,NADH dehydrogenase activity
1125,nuoN,GO:0030964,b2276,NADH dehydrogenase complex
1126,nuoM,GO:0005886,b2277,plasma membrane
1127,nuoM,GO:0003954,b2277,NADH dehydrogenase activity
1128,nuoM,GO:0030964,b2277,NADH dehydrogenase complex
1129,nuoL,GO:0005886,b2278,plasma membrane
1130,nuoL,GO:0003954,b2278,NADH dehydrogenase activity
1131,nuoL,GO:0030964,b2278,NADH dehydrogenase complex
1132,nuoK,GO:0005886,b2279,plasma membrane
1133,nuoK,GO:0003954,b2279,NADH dehydrogenase activity
1134,nuoK,GO:0030964,b2279,NADH dehydrogenase complex
1135,nuoJ,GO:0005886,b2280,plasma membrane
1136,nuoJ,GO:0003954,b2280,NADH dehydrogenase activity
1137,nuoJ,GO:0030964,b2280,NADH dehydrogenase complex
1138,nuoI,GO:0005737,b2281,cytoplasm
1139,nuoI,GO:0005886,b2281,plasma membrane
1140,nuoI,GO:0003954,b2281,NADH dehydrogenase activity
1141,nuoI,GO:0051539,b2281,"4 iron, 4 sulfur cluster binding"
1142,nuoI,GO:0030964,b2281,NADH dehydrogenase complex
1143,nuoH,GO:0005886,b2282,plasma membrane
1144,nuoH,GO:0003954,b2282,NADH dehydrogenase activity
1145,nuoH,GO:0030964,b2282,NADH dehydrogenase complex
1146,nuoG,GO:0005737,b2283,cytoplasm
1147,nuoG,GO:0030964,b2283,NADH dehydrogenase complex
1148,nuoG,GO:0005886,b2283,plasma membrane
1149,nuoG,GO:0003954,b2283,NADH dehydrogenase activity
1150,nuoG,GO:0051539,b2283,"4 iron, 4 sulfur cluster binding"
1151,nuoG,GO:0051537,b2283,"2 iron, 2 sulfur cluster binding"
1152,nuoG,GO:0010181,b2283,FMN binding
1153,nuoF,GO:0005737,b2284,cytoplasm
1154,nuoF,GO:0005886,b2284,plasma membrane
1155,nuoF,GO:0003954,b2284,NADH dehydrogenase activity
1156,nuoF,GO:0051539,b2284,"4 iron, 4 sulfur cluster binding"
1157,nuoF,GO:0010181,b2284,FMN binding
1158,nuoF,GO:0030964,b2284,NADH dehydrogenase complex
1159,nuoE,GO:0005737,b2285,cytoplasm
1160,nuoE,GO:0005886,b2285,plasma membrane
1161,nuoE,GO:0003954,b2285,NADH dehydrogenase activity
1162,nuoE,GO:0010181,b2285,FMN binding
1163,nuoE,GO:0030964,b2285,NADH dehydrogenase complex
1164,nuoC,GO:0005737,b2286,cytoplasm
1165,nuoC,GO:0005886,b2286,plasma membrane
1166,nuoC,GO:0003954,b2286,NADH dehydrogenase activity
1167,nuoC,GO:0030964,b2286,NADH dehydrogenase complex
1168,nuoB,GO:0005737,b2287,cytoplasm
1169,nuoB,GO:0030964,b2287,NADH dehydrogenase complex
1170,nuoB,GO:0005886,b2287,plasma membrane
1171,nuoB,GO:0003954,b2287,NADH dehydrogenase activity
1172,nuoB,GO:0051539,b2287,"4 iron, 4 sulfur cluster binding"
1173,nuoA,GO:0005886,b2288,plasma membrane
1174,nuoA,GO:0003954,b2288,NADH dehydrogenase activity
1175,nuoA,GO:0030964,b2288,NADH dehydrogenase complex
1176,lrhA,GO:0043565,b2289,sequence-specific DNA binding
1177,alaA,GO:0006523,b2290,alanine biosynthetic process
1178,alaA,GO:0008483,b2290,transaminase activity
1179,yfbU,GO:0006974,b2294,cellular response to DNA damage stimulus
1180,ackA,GO:0019542,b2296,propionate biosynthetic process
1181,ackA,GO:0019413,b2296,acetate biosynthetic process
1182,ackA,GO:0008776,b2296,acetate kinase activity
1183,ackA,GO:0008270,b2296,zinc ion binding
1184,pta,GO:0008270,b2297,zinc ion binding
1185,folX,GO:0008719,b2303,dihydroneopterin triphosphate 2'-epimerase activity
1186,hisP,GO:0015817,b2306,histidine transport
1187,purF,GO:0004044,b2312,amidophosphoribosyltransferase activity
1188,purF,GO:0004044,b2312,amidophosphoribosyltransferase activity
1189,purF,GO:0016757,b2312,"transferase activity, transferring glycosyl groups"
1190,purF,GO:0006164,b2312,purine nucleotide biosynthetic process
1191,purF,GO:0005737,b2312,cytoplasm
1192,purF,GO:0006541,b2312,glutamine metabolic process
1193,folC,GO:0005737,b2315,cytoplasm
1194,folC,GO:0004326,b2315,tetrahydrofolylpolyglutamate synthase activity
1195,folC,GO:0008841,b2315,dihydrofolate synthase activity
1196,accD,GO:0003989,b2316,acetyl-CoA carboxylase activity
1197,accD,GO:0006633,b2316,fatty acid biosynthetic process
1198,accD,GO:0042759,b2316,long-chain fatty acid biosynthetic process
1199,fabB,GO:0006633,b2323,fatty acid biosynthetic process
1200,fabB,GO:0008610,b2323,lipid biosynthetic process
1201,sixA,GO:0005737,b2340,cytoplasm
1202,sixA,GO:0101006,b2340,protein histidine phosphatase activity
1203,sixA,GO:0006464,b2340,cellular protein modification process
1204,fadI,GO:0033542,b2342,"fatty acid beta-oxidation, unsaturated, even number"
1205,fadI,GO:0005737,b2342,cytoplasm
1206,fadI,GO:0003857,b2342,3-hydroxyacyl-CoA dehydrogenase activity
1207,fadI,GO:0004300,b2342,enoyl-CoA hydratase activity
1208,fadI,GO:0003988,b2342,acetyl-CoA C-acyltransferase activity
1211,dsdA,GO:0006974,b2366,cellular response to DNA damage stimulus
1212,dsdA,GO:0008721,b2366,D-serine ammonia-lyase activity
1213,dsdA,GO:0070178,b2366,D-serine metabolic process
1214,dsdA,GO:0016836,b2366,hydro-lyase activity
1215,dsdA,GO:0030170,b2366,pyridoxal phosphate binding
1216,dsdA,GO:0005737,b2366,cytoplasm
1217,alaC,GO:0006523,b2379,alanine biosynthetic process
1218,alaC,GO:0008483,b2379,transaminase activity
1219,ypdE,GO:0004177,b2384,aminopeptidase activity
1220,ypdE,GO:0008237,b2384,metallopeptidase activity
1221,ypdF,GO:0004177,b2385,aminopeptidase activity
1222,mntH,GO:0015292,b2392,uniporter activity
1223,mntH,GO:0006826,b2392,iron ion transport
1224,mntH,GO:0030001,b2392,metal ion transport
1225,mntH,GO:0005886,b2392,plasma membrane
1226,mntH,GO:0016021,b2392,integral component of membrane
1227,mntH,GO:0030001,b2392,metal ion transport
1228,mntH,GO:0015293,b2392,symporter activity
1229,mntH,GO:0006824,b2392,cobalt ion transport
1230,mntH,GO:0015691,b2392,cadmium ion transport
1231,mntH,GO:0006826,b2392,iron ion transport
1232,mntH,GO:0006828,b2392,manganese ion transport
1233,mntH,GO:0015691,b2392,cadmium ion transport
1234,mntH,GO:0015078,b2392,hydrogen ion transmembrane transporter activity
1235,mntH,GO:0005384,b2392,manganese ion transmembrane transporter activity
1236,mntH,GO:0015086,b2392,cadmium ion transmembrane transporter activity
1237,nupC,GO:1901642,b2393,nucleoside transmembrane transport
1238,nupC,GO:0015212,b2393,cytidine transmembrane transporter activity
1239,nupC,GO:0015213,b2393,uridine transmembrane transporter activity
1240,xapB,GO:0015553,b2406,xanthosine transmembrane transporter activity
1241,xapB,GO:0055086,b2406,nucleobase-containing small molecule metabolic process
1242,xapB,GO:0005337,b2406,nucleoside transmembrane transporter activity
1243,xapB,GO:0015858,b2406,nucleoside transport
1244,xapB,GO:0016020,b2406,membrane
1245,xapB,GO:0016021,b2406,integral component of membrane
1246,xapA,GO:0005737,b2407,cytoplasm
1247,xapA,GO:0015949,b2407,nucleobase-containing small molecule interconversion
1248,xapA,GO:0055086,b2407,nucleobase-containing small molecule metabolic process
1249,xapA,GO:0004731,b2407,purine-nucleoside phosphorylase activity
1250,ligA,GO:0003911,b2411,DNA ligase (NAD+) activity
1251,zipA,GO:0000917,b2412,division septum assembly
1252,zipA,GO:0005887,b2412,integral component of plasma membrane
1253,zipA,GO:0032153,b2412,cell division site
1254,cysK,GO:0006535,b2414,cysteine biosynthetic process from serine
1255,cysK,GO:0004124,b2414,cysteine synthase activity
1256,cysK,GO:0008652,b2414,cellular amino acid biosynthetic process
1257,cysK,GO:0016740,b2414,transferase activity
1258,ptsH,GO:0008047,b2415,enzyme activator activity
1259,pdxK,GO:0008478,b2418,pyridoxal kinase activity
1260,pdxK,GO:0008478,b2418,pyridoxal kinase activity
1261,murQ,GO:0005515,b2428,protein binding
1262,murQ,GO:0016803,b2428,ether hydrolase activity
1263,amiA,GO:0042597,b2435,periplasmic space
1264,amiA,GO:0008745,b2435,N-acetylmuramoyl-L-alanine amidase activity
1265,hemF,GO:0005737,b2436,cytoplasm
1266,hemF,GO:0030145,b2436,manganese ion binding
1267,hemF,GO:0046906,b2436,tetrapyrrole binding
1268,hemF,GO:0004109,b2436,coproporphyrinogen oxidase activity
1269,hemF,GO:0006783,b2436,heme biosynthetic process
1270,eutN,GO:0006974,b2456,cellular response to DNA damage stimulus
1271,tktB,GO:0004802,b2465,transketolase activity
1272,dapE,GO:0009014,b2472,succinyl-diaminopimelate desuccinylase activity
1273,ypfH,GO:0016788,b2473,"hydrolase activity, acting on ester bonds"
1274,bamC,GO:0005515,b2477,protein binding
1275,bamC,GO:0043165,b2477,Gram-negative-bacterium-type cell outer membrane assembly
1276,dapA,GO:0008840,b2478,4-hydroxy-tetrahydrodipicolinate synthase
1277,dapA,GO:0019877,b2478,diaminopimelate biosynthetic process
1278,hyfC,GO:0006974,b2483,cellular response to DNA damage stimulus
1279,hyfD,GO:0005887,b2484,integral component of plasma membrane
1280,hyfF,GO:0006974,b2486,cellular response to DNA damage stimulus
1281,hyfF,GO:0016021,b2486,integral component of membrane
1282,hyfI,GO:0008137,b2489,NADH dehydrogenase (ubiquinone) activity
1283,hyfR,GO:0003677,b2491,DNA binding
1284,hyfR,GO:0006352,b2491,"DNA-templated transcription, initiation"
1285,purN,GO:0006974,b2500,cellular response to DNA damage stimulus
1286,bamB,GO:0005515,b2512,protein binding
1287,bamB,GO:0043165,b2512,Gram-negative-bacterium-type cell outer membrane assembly
1290,suhB,GO:0005737,b2533,cytoplasm
1291,suhB,GO:0000287,b2533,magnesium ion binding
1292,suhB,GO:0008934,b2533,inositol monophosphate 1-phosphatase activity
1293,suhB,GO:0031403,b2533,lithium ion binding
1294,suhB,GO:0046855,b2533,inositol phosphate dephosphorylation
1295,hcaR,GO:0003677,b2537,DNA binding
1296,hcaC,GO:0051537,b2540,"2 iron, 2 sulfur cluster binding"
1297,hcaC,GO:0051536,b2540,iron-sulfur cluster binding
1298,yphB,GO:0006974,b2544,cellular response to DNA damage stimulus
1299,glyA,GO:0004372,b2551,glycine hydroxymethyltransferase activity
1300,glyA,GO:0004372,b2551,glycine hydroxymethyltransferase activity
1301,glyA,GO:0008270,b2551,zinc ion binding
1302,purL,GO:0004642,b2557,phosphoribosylformylglycinamidine synthase activity
1303,purL,GO:0006189,b2557,'de novo' IMP biosynthetic process
1304,purL,GO:0006541,b2557,glutamine metabolic process
1305,purL,GO:0042623,b2557,"ATPase activity, coupled"
1306,purL,GO:0005737,b2557,cytoplasm
1307,purL,GO:0005524,b2557,ATP binding
1308,acpS,GO:0016740,b2563,transferase activity
1309,acpS,GO:0006633,b2563,fatty acid biosynthetic process
1310,acpS,GO:0008897,b2563,holo-[acyl-carrier-protein] synthase activity
1311,acpS,GO:0018070,b2563,peptidyl-serine phosphopantetheinylation
1312,pdxJ,GO:0008615,b2564,pyridoxine biosynthetic process
1313,lepB,GO:0016485,b2568,protein processing
1314,lepB,GO:0015643,b2568,toxic substance binding
1315,lepB,GO:0008233,b2568,peptidase activity
1316,lepB,GO:0006508,b2568,proteolysis
1317,lepB,GO:0006508,b2568,proteolysis
1318,lepB,GO:0016485,b2568,protein processing
1319,lepB,GO:0016021,b2568,integral component of membrane
1320,lepB,GO:0005886,b2568,plasma membrane
1321,lepB,GO:0008233,b2568,peptidase activity
1322,nadB,GO:0008734,b2574,L-aspartate oxidase activity
1323,patZ,GO:0052858,b2584,peptidyl-lysine acetyltransferase activity
1324,bamD,GO:0043165,b2595,Gram-negative-bacterium-type cell outer membrane assembly
1325,bamD,GO:0005515,b2595,protein binding
1326,raiA,GO:0022627,b2597,cytosolic small ribosomal subunit
1327,raiA,GO:0022627,b2597,cytosolic small ribosomal subunit
1328,aroF,GO:0009073,b2601,aromatic amino acid family biosynthetic process
1329,rimM,GO:0030490,b2608,maturation of SSU-rRNA
1330,ffh,GO:0048500,b2610,signal recognition particle
1331,ffh,GO:0005525,b2610,GTP binding
1332,ffh,GO:0006612,b2610,protein targeting to membrane
1333,ffh,GO:1990904,b2610,ribonucleoprotein complex
1334,ffh,GO:0048500,b2610,signal recognition particle
1335,ffh,GO:0003924,b2610,GTPase activity
1336,grpE,GO:0009408,b2614,response to heat
1337,recN,GO:0006974,b2616,cellular response to DNA damage stimulus
1338,bamE,GO:0005515,b2617,protein binding
1339,bamE,GO:0045203,b2617,integral component of cell outer membrane
1340,bamE,GO:0016020,b2617,membrane
1341,bamE,GO:0043165,b2617,Gram-negative-bacterium-type cell outer membrane assembly
1342,lhgO,GO:0034419,b2660,L-2-hydroxyglutarate oxidase activity
1343,lhgO,GO:0005737,b2660,cytoplasm
1344,lhgO,GO:0050660,b2660,flavin adenine dinucleotide binding
1345,gabD,GO:0005737,b2661,cytoplasm
1346,gabD,GO:0009450,b2661,gamma-aminobutyric acid catabolic process
1347,gabD,GO:0009013,b2661,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
1348,gabD,GO:0009013,b2661,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
1349,gabP,GO:0006974,b2663,cellular response to DNA damage stimulus
1350,stpA,GO:0003677,b2669,DNA binding
1351,nrdE,GO:0005737,b2675,cytoplasm
1352,nrdE,GO:0015949,b2675,nucleobase-containing small molecule interconversion
1353,nrdE,GO:0004748,b2675,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1354,nrdE,GO:0005971,b2675,ribonucleoside-diphosphate reductase complex
1355,nrdE,GO:0009263,b2675,deoxyribonucleotide biosynthetic process
1356,nrdF,GO:0005737,b2676,cytoplasm
1357,nrdF,GO:0004748,b2676,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1358,nrdF,GO:0005971,b2676,ribonucleoside-diphosphate reductase complex
1359,nrdF,GO:0009263,b2676,deoxyribonucleotide biosynthetic process
1360,nrdF,GO:0005506,b2676,iron ion binding
1361,emrA,GO:0031226,b2685,intrinsic component of plasma membrane
1362,yqaB,GO:0008801,b2690,beta-phosphoglucomutase activity
1363,yqaB,GO:0016791,b2690,phosphatase activity
1364,recA,GO:0003697,b2699,single-stranded DNA binding
1365,recA,GO:0048870,b2699,cell motility
1366,recA,GO:0006974,b2699,cellular response to DNA damage stimulus
1367,recA,GO:0006974,b2699,cellular response to DNA damage stimulus
1368,recA,GO:0009432,b2699,SOS response
1369,hypB,GO:0005515,b2727,protein binding
1370,mutS,GO:0006298,b2733,mismatch repair
1371,mutS,GO:0030983,b2733,mismatched DNA binding
1372,mutS,GO:0006298,b2733,mismatch repair
1373,mutS,GO:0016887,b2733,ATPase activity
1374,mutS,GO:0032300,b2733,mismatch repair complex
1375,mutS,GO:0032136,b2733,adenine/cytosine mispair binding
1376,mutS,GO:0006974,b2733,cellular response to DNA damage stimulus
1377,mutS,GO:0043531,b2733,ADP binding
1378,mutS,GO:0030983,b2733,mismatched DNA binding
1379,mutS,GO:0008301,b2733,"DNA binding, bending"
1380,mutS,GO:0006298,b2733,mismatch repair
1381,mutS,GO:0005524,b2733,ATP binding
1382,mutS,GO:0030983,b2733,mismatched DNA binding
1383,mutS,GO:0000018,b2733,regulation of DNA recombination
1384,nlpD,GO:0000920,b2742,cell separation after cytokinesis
1385,nlpD,GO:0000920,b2742,cell separation after cytokinesis
1386,nlpD,GO:0001896,b2742,autolysis
1387,nlpD,GO:0032153,b2742,cell division site
1388,ftsB,GO:0051301,b2748,cell division
1389,ftsB,GO:0030428,b2748,cell septum
1390,cysN,GO:0003924,b2751,GTPase activity
1391,cysN,GO:0004781,b2751,sulfate adenylyltransferase (ATP) activity
1392,cysN,GO:0005525,b2751,GTP binding
1393,cysN,GO:0006790,b2751,sulfur compound metabolic process
1394,cysN,GO:0003924,b2751,GTPase activity
1395,cysD,GO:0004781,b2752,sulfate adenylyltransferase (ATP) activity
1396,ygcW,GO:0006974,b2774,cellular response to DNA damage stimulus
1397,eno,GO:0004634,b2779,phosphopyruvate hydratase activity
1398,eno,GO:0005515,b2779,protein binding
1399,eno,GO:0005515,b2779,protein binding
1400,eno,GO:0000287,b2779,magnesium ion binding
1401,eno,GO:0006096,b2779,glycolytic process
1402,pyrG,GO:0003883,b2780,CTP synthase activity
1403,barA,GO:0009927,b2786,histidine phosphotransfer kinase activity
1404,barA,GO:0046777,b2786,protein autophosphorylation
1405,barA,GO:0006468,b2786,protein phosphorylation
1406,barA,GO:0042542,b2786,response to hydrogen peroxide
1407,truC,GO:0006399,b2791,tRNA metabolic process
1408,truC,GO:0009451,b2791,RNA modification
1409,truC,GO:0031119,b2791,tRNA pseudouridine synthesis
1410,truC,GO:0009982,b2791,pseudouridine synthase activity
1411,truC,GO:0008033,b2791,tRNA processing
1412,sdaC,GO:0005887,b2796,integral component of plasma membrane
1413,gcvA,GO:0006355,b2808,"regulation of transcription, DNA-templated"
1414,mltA,GO:0005887,b2813,integral component of plasma membrane
1415,mltA,GO:0008933,b2813,lytic transglycosylase activity
1418,argA,GO:0004358,b2818,glutamate N-acetyltransferase activity
1419,recD,GO:0004386,b2819,helicase activity
1420,recD,GO:0005524,b2819,ATP binding
1421,recD,GO:0005524,b2819,ATP binding
1422,recD,GO:0009338,b2819,exodeoxyribonuclease V complex
1423,recD,GO:0008854,b2819,exodeoxyribonuclease V activity
1424,recD,GO:0006310,b2819,DNA recombination
1425,recD,GO:0006974,b2819,cellular response to DNA damage stimulus
1426,recB,GO:0005524,b2820,ATP binding
1427,ptrA,GO:0005737,b2821,cytoplasm
1428,ptrA,GO:0006508,b2821,proteolysis
1429,ptrA,GO:0004222,b2821,metalloendopeptidase activity
1430,ptrA,GO:0030288,b2821,outer membrane-bounded periplasmic space
1431,ptrA,GO:0008270,b2821,zinc ion binding
1432,mutH,GO:0006298,b2831,mismatch repair
1433,mutH,GO:0004519,b2831,endonuclease activity
1434,mutH,GO:0006298,b2831,mismatch repair
1435,mutH,GO:0032300,b2831,mismatch repair complex
1436,mutH,GO:0043765,b2831,T/G mismatch-specific endonuclease activity
1437,mutH,GO:0003677,b2831,DNA binding
1438,mutH,GO:0006298,b2831,mismatch repair
1439,mutH,GO:0000018,b2831,regulation of DNA recombination
1440,tas,GO:0034198,b2834,cellular response to amino acid starvation
1441,tas,GO:0004033,b2834,aldo-keto reductase (NADP) activity
1442,aas,GO:0016021,b2836,integral component of membrane
1443,aas,GO:0008779,b2836,acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity
1444,aas,GO:0008922,b2836,long-chain fatty acid [acyl-carrier-protein] ligase activity
1445,aas,GO:0008654,b2836,phospholipid biosynthetic process
1446,aas,GO:0006631,b2836,fatty acid metabolic process
1450,xdhA,GO:0016491,b2866,oxidoreductase activity
1451,xdhB,GO:0004854,b2867,xanthine dehydrogenase activity
1452,xdhB,GO:0006150,b2867,hypoxanthine oxidation
1453,xdhB,GO:0071949,b2867,FAD binding
1454,ygeX,GO:0008838,b2871,diaminopropionate ammonia-lyase activity
1455,ygeX,GO:0009063,b2871,cellular amino acid catabolic process
1456,hyuA,GO:0016812,b2873,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
1457,ygfM,GO:0003674,b2880,molecular_function
1458,idi,GO:0006974,b2889,cellular response to DNA damage stimulus
1459,lysS,GO:0016874,b2890,ligase activity
1460,lysS,GO:0004824,b2890,lysine-tRNA ligase activity
1461,lysS,GO:0006418,b2890,tRNA aminoacylation for protein translation
1462,lysS,GO:0006430,b2890,lysyl-tRNA aminoacylation
1463,lysS,GO:0006412,b2890,translation
1464,dsbC,GO:0030288,b2893,outer membrane-bounded periplasmic space
1465,dsbC,GO:0003756,b2893,protein disulfide isomerase activity
1466,dsbC,GO:0042597,b2893,periplasmic space
1467,xerD,GO:0048476,b2894,Holliday junction resolvase complex
1468,xerD,GO:0006276,b2894,plasmid maintenance
1469,xerD,GO:0009009,b2894,site-specific recombinase activity
1470,xerD,GO:0009009,b2894,site-specific recombinase activity
1471,xerD,GO:0009037,b2894,tyrosine-based site-specific recombinase activity
1472,xerD,GO:0071139,b2894,resolution of recombination intermediates
1473,xerD,GO:0048476,b2894,Holliday junction resolvase complex
1474,gcvH,GO:0019464,b2904,glycine decarboxylation via glycine cleavage system
1475,gcvH,GO:0031405,b2904,lipoic acid binding
1476,gcvH,GO:0005737,b2904,cytoplasm
1477,gcvT,GO:0019464,b2905,glycine decarboxylation via glycine cleavage system
1478,gcvT,GO:0004047,b2905,aminomethyltransferase activity
1479,ubiH,GO:0006979,b2907,response to oxidative stress
1480,ubiH,GO:0009416,b2907,response to light stimulus
1481,zapA,GO:0005515,b2910,protein binding
1482,zapA,GO:0005515,b2910,protein binding
1483,zapA,GO:0005515,b2910,protein binding
1484,zapA,GO:0005515,b2910,protein binding
1485,zapA,GO:0000921,b2910,septin ring assembly
1486,zapA,GO:0032153,b2910,cell division site
1487,zapA,GO:0051301,b2910,cell division
1488,zapA,GO:0030428,b2910,cell septum
1489,zapA,GO:0000917,b2910,division septum assembly
1490,rpiA,GO:0004751,b2914,ribose-5-phosphate isomerase activity
1491,rpiA,GO:0004751,b2914,ribose-5-phosphate isomerase activity
1492,argP,GO:0043565,b2916,sequence-specific DNA binding
1493,argP,GO:0003681,b2916,bent DNA binding
1494,scpB,GO:0004492,b2919,methylmalonyl-CoA decarboxylase activity
1496,fbaA,GO:0004332,b2925,fructose-bisphosphate aldolase activity
1497,fbaA,GO:0004332,b2925,fructose-bisphosphate aldolase activity
1498,fbaA,GO:0008270,b2925,zinc ion binding
1499,fbaA,GO:0004332,b2925,fructose-bisphosphate aldolase activity
1500,fbaA,GO:0008270,b2925,zinc ion binding
1501,fumE,GO:0004333,b2929,fumarate hydratase activity
1502,tktA,GO:0004802,b2935,transketolase activity
1503,ansB,GO:0042597,b2957,periplasmic space
1504,nupG,GO:0005887,b2964,integral component of plasma membrane
1505,nupG,GO:0015864,b2964,pyrimidine nucleoside transport
1506,nupG,GO:0015862,b2964,uridine transport
1507,nupG,GO:0015213,b2964,uridine transmembrane transporter activity
1508,nupG,GO:0015214,b2964,pyrimidine nucleoside transmembrane transporter activity
1509,nupG,GO:0015213,b2964,uridine transmembrane transporter activity
1510,nupG,GO:0015212,b2964,cytidine transmembrane transporter activity
1511,nupG,GO:0032238,b2964,adenosine transport
1512,nupG,GO:0015860,b2964,purine nucleoside transmembrane transport
1513,yghG,GO:0006974,b2971,cellular response to DNA damage stimulus
1514,glcD,GO:0006974,b2979,cellular response to DNA damage stimulus
1515,gpr,GO:0006974,b3001,cellular response to DNA damage stimulus
1516,yqhD,GO:0018455,b3011,alcohol dehydrogenase [NAD(P)+] activity
1517,parC,GO:0007059,b3019,chromosome segregation
1518,parC,GO:0003916,b3019,DNA topoisomerase activity
1519,parC,GO:0019897,b3019,extrinsic component of plasma membrane
1520,parC,GO:0005737,b3019,cytoplasm
1521,parC,GO:0003918,b3019,DNA topoisomerase type II (ATP-hydrolyzing) activity
1522,parC,GO:0009330,b3019,DNA topoisomerase complex (ATP-hydrolyzing)
1523,parC,GO:0006265,b3019,DNA topological change
1524,parC,GO:0003677,b3019,DNA binding
1525,parC,GO:0030541,b3019,plasmid partitioning
1526,parC,GO:0006265,b3019,DNA topological change
1527,parC,GO:0007059,b3019,chromosome segregation
1528,parC,GO:0007062,b3019,sister chromatid cohesion
1529,parE,GO:0030541,b3030,plasmid partitioning
1530,parE,GO:0051276,b3030,chromosome organization
1531,parE,GO:0007062,b3030,sister chromatid cohesion
1532,tolC,GO:0042930,b3035,enterobactin transport
1533,tolC,GO:0014070,b3035,response to organic cyclic compound
1534,tolC,GO:0009279,b3035,cell outer membrane
1535,yqiH,GO:0006974,b3047,cellular response to DNA damage stimulus
1536,yqiJ,GO:0006974,b3050,cellular response to DNA damage stimulus
1537,bacA,GO:0050380,b3057,undecaprenyl-diphosphatase activity
1538,ttdT,GO:0015297,b3063,antiporter activity
1539,rpsU,GO:0022627,b3065,cytosolic small ribosomal subunit
1540,dnaG,GO:0008270,b3066,zinc ion binding
1541,dnaG,GO:0006269,b3066,"DNA replication, synthesis of RNA primer"
1542,dnaG,GO:0005737,b3066,cytoplasm
1543,dnaG,GO:0003896,b3066,DNA primase activity
1544,rpoD,GO:0016987,b3067,bacterial sigma factor activity
1545,rpoD,GO:0009408,b3067,response to heat
1546,yqjI,GO:0006974,b3071,cellular response to DNA damage stimulus
1547,ygjK,GO:0006974,b3080,cellular response to DNA damage stimulus
1548,sstT,GO:0016021,b3089,integral component of membrane
1549,sstT,GO:0006865,b3089,amino acid transport
1550,sstT,GO:0005295,b3089,neutral amino acid:sodium symporter activity
